Observation_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Geological_Domain,Locality_Center_Lat,Locality_Center_Lon,Locality_Group_Key,Coordinate_Precision,Source_File,Source_Row_Ref,Center_Coord_Source,Is_Merchich_Format,Correction_Applied,Ground_Truth_Note
obs2_00039,Ait Ouglef Allochthonous limestones,31.454722222222223,-5.959722222222222,Draa-Tafilalet,SG,Central High Atlas,31.8,-5.6,geoheritage_expanded_20260809_group_4,point,geoheritage_expanded_20260809,42,legend_lookup,False,,
obs2_00040,Tissadrine Folds,31.529444444444444,-5.925833333333333,Draa-Tafilalet,SG,Central High Atlas,31.8,-5.6,geoheritage_expanded_20260809_group_4,point,geoheritage_expanded_20260809,43,legend_lookup,False,,
obs2_00041,Taghia N’Ait Hammou Gorges,31.53666666666667,-5.919444444444445,Draa-Tafilalet,SG,Central High Atlas,31.8,-5.6,geoheritage_expanded_20260809_group_4,point,geoheritage_expanded_20260809,44,legend_lookup,False,,
obs2_00042,"Msemrir ""Red beds""",31.72,-5.826666666666666,Draa-Tafilalet,S,Central High Atlas,31.8,-5.6,geoheritage_expanded_20260809_group_4,point,geoheritage_expanded_20260809,46,legend_lookup,False,,
obs2_00043,Ait Attou Oumoussa Jurassic strata,31.861666666666668,-5.708055555555556,Draa-Tafilalet,S,Central High Atlas,31.8,-5.6,geoheritage_expanded_20260809_group_4,point,geoheritage_expanded_20260809,47,legend_lookup,False,,
obs2_00044,Imelouan Folds,32.155833333333334,-5.598333333333333,Draa-Tafilalet,SG,Central High Atlas,31.8,-5.6,geoheritage_expanded_20260809_group_4,point,geoheritage_expanded_20260809,48,legend_lookup,False,,
obs2_00045,Redbeds,32.166,-5.523,Draa-Tafilalet,SG&S,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,49,,False,,
obs2_00046,Intraformational unc,32.193,-5.639,Draa-Tafilalet,S,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,50,,False,,
obs2_00047,Isli Lake,32.222,-5.55,Draa-Tafilalet,H,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,51,,False,,
obs2_00048,Tisli Lake,32.199,-5.629,Draa-Tafilalet,H,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,52,,False,,
obs2_00049,Dolerite dykes and sills,32.153,-5.64,Draa-Tafilalet,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,53,,False,,
obs2_00050,Fairy chimneys,32.176,-5.599,Draa-Tafilalet,G,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,54,,False,,
obs2_00051,Meandering Melloul river,32.159,-5.603,Draa-Tafilalet,G,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,55,,False,,
obs2_00052,Sedimentary patterns,32.167,-5.545,Draa-Tafilalet,S,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,56,,False,,
obs2_00053,Msadrid ridge,32.153,-5.593,Draa-Tafilalet,S,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,57,,False,,
obs2_00054,Ait Ali Ou Ikkou's diapirsm,32.153,-5.593,Draa-Tafilalet,S,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,58,,False,,
obs2_00055,Late Jurassic theropod tracks,32.142,-5.57,Draa-Tafilalet,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,59,,False,,
obs2_00056,Vertebrate tracks in the Isli Formation,32.157,-5.562,Draa-Tafilalet,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,60,,False,,
obs2_00057,Traces of Selenichnites- Tilmi syncline,32.163,-5.546,Draa-Tafilalet,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,61,,False,,
obs2_00058,Traces of Crocodylopodus meijidei,32.183,-5.458,Draa-Tafilalet,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,62,,False,,
obs2_00059,Tassent ridge,32.15,-5.55,Draa-Tafilalet,S,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,63,,False,,
obs2_00060,Akhiam cave,31.958,-5.696,Draa-Tafilalet,G,Central High Atlas,,,geoheritage_expanded_20260809_group_5,point,geoheritage_expanded_20260809,64,,False,,
obs2_00061,The cliff granaries of Aoujgal,32.29805833333333,-5.835413888888889,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,65,,False,,
obs2_00062,The architectural heritage of Zaouiat Ahansal,31.83156111111111,-6.100886111111111,Béni Mellal-Khénifra,C,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,66,,False,,
obs2_00063,Panorama of Zaouiat Ahansal,31.82883888888889,-6.098708333333333,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,67,,False,,
obs2_00064,The natural bridge of Imin Ifri,31.724191666666663,-6.971397222222223,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,68,,False,,
obs2_00065,The dinosaur geosites of Iouaridène,31.725777777777772,-6.906922222222223,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,69,,False,,
obs2_00066,Dinosaur footprints,31.701691666666665,-6.708294444444444,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,70,,False,,
obs2_00067,Aït Blal Rock engravings,31.750616666666662,-6.32005,Béni Mellal-Khénifra,C,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,71,,False,,
obs2_00068,Tizi-n-Tighist Geo landscape,31.749802777777777,-6.320194444444444,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,72,,False,,
obs2_00069,Paleo-dam of Tizi-n-Tighza,31.730963888888887,-6.307902777777778,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,73,,False,,
obs2_00070,Ibaqualliwn Lamellibranches of Tizi-n-Tighist,31.733088888888886,-6.324652777777778,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,74,,False,,
obs2_00071,Jbel Azoukri Ait Attab synclinal (1),31.757188888888887,-6.248361111111112,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,75,,False,,
obs2_00072,"Ait Attab synclinal, Bougal (Taghia)",31.78695833333333,-6.072663888888889,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,76,,False,,
obs2_00073,"The Bin El Ouidane dam ""Chocolate Marls""",32.108783333333335,-6.436002777777778,Béni Mellal-Khénifra,S,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,77,,False,,
obs2_00074,The Ouzoud waterfalls,32.015011111111114,-6.7196694444444445,Béni Mellal-Khénifra,G&H,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,78,,False,,
obs2_00076,The “Cathedral” Mastfrane,31.980719444444443,-6.137377777777778,Béni Mellal-Khénifra,R,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,80,,False,,
obs2_00077,Talmst Ride,31.906683333333334,-6.154858333333333,Béni Mellal-Khénifra,SG,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,81,,False,,
obs2_00078,Dinosaur footprints,31.659988888888886,-6.385519444444445,Béni Mellal-Khénifra,PL,Central High Atlas,,,geoheritage_expanded_20260809_group_6,point,geoheritage_expanded_20260809,82,,False,,
obs2_00079,Collective granary of Sidi Moussa,32.39897222222222,-6.027358333333333,Béni Mellal-Khénifra,C,Central High Atlas,31.33333333333333,-5.333333333333333,geoheritage_expanded_20260809_group_7,point,geoheritage_expanded_20260809,83,Data_generale,False,,
obs2_00080,"Granary, Ighrem",32.20402222222223,-6.603461111111111,Béni Mellal-Khénifra,C,Central High Atlas,31.33333333333333,-5.333333333333333,geoheritage_expanded_20260809_group_7,point,geoheritage_expanded_20260809,84,Data_generale,False,,
obs2_00081,Footprints of the carnivorous dinosaur (Tridactyl),32.19611111111111,-6.5825,Béni Mellal-Khénifra,PL,Central High Atlas,31.33333333333333,-5.333333333333333,geoheritage_expanded_20260809_group_7,point,geoheritage_expanded_20260809,85,Data_generale,False,,
obs2_00082,Herbivorous dinosaur footprints,32.10611111111111,-6.510025,Béni Mellal-Khénifra,PL,Central High Atlas,31.33333333333333,-5.333333333333333,geoheritage_expanded_20260809_group_7,point,geoheritage_expanded_20260809,86,Data_generale,False,,
obs2_00083,Izourar plateaus,31.952005555555555,-6.55725,Béni Mellal-Khénifra,SG&S,Central High Atlas,31.33333333333333,-5.333333333333333,geoheritage_expanded_20260809_group_7,point,geoheritage_expanded_20260809,87,Data_generale,False,,
obs2_00084,Rock engravings of Tizi-n-Tighist,32.009969444444444,-6.719222222222222,Béni Mellal-Khénifra,En,Central High Atlas,31.33333333333333,-5.333333333333333,geoheritage_expanded_20260809_group_7,point,geoheritage_expanded_20260809,88,Data_generale,False,,
obs2_00085,Archaeoctic limestone,31.89606388888889,-8.866947222222223,Marrakech-Saf,PL&S,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,101,legend_lookup,False,,
obs2_00086,Sandstone-fault families,31.89700833333333,-8.860261111111111,Marrakech-Saf,S&S,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,102,legend_lookup,False,,
obs2_00087,"Faiult mirror-gradin 
crystallization",31.89871388888889,-8.863727777777777,Marrakech-Saf,S,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,103,legend_lookup,False,,
obs2_00088,Karst networks of barite,31.907641666666667,-8.850891666666666,Marrakech-Saf,S&M,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,104,legend_lookup,False,,
obs2_00089,Calcite crystals,31.91326388888889,-8.84191388888889,Marrakech-Saf,Pt,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,105,legend_lookup,False,,
obs2_00090,"Cambrian sandstone & shale,Gray massive Cambrian limestones",31.917627777777778,-8.835375,Marrakech-Saf,S,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,106,legend_lookup,False,,
obs2_00091,The western tip of the Cambrian crest,31.930247222222224,-8.828119444444445,Marrakech-Saf,S,Jbilet Massif,31.875,-8.8667,geoheritage_expanded_20260809_group_8,point,geoheritage_expanded_20260809,108,legend_lookup,False,,
obs2_00092,Sidi Bouzid escarpment,32.30027777777777,-9.251111111111111,Marrakech-Safi,"S,St&PL",Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,110,,False,,
obs2_00093,Sidi Abderrahmane clayquarry,32.3325,-9.176666666666666,Marrakech-Safi,S/St,Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,112,,False,,
obs2_00094,Sidi Abderrahmane dam,32.323888888888895,-9.180277777777777,Marrakech-Safi,H,Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,113,,False,,
obs2_00095,Escarpment of Lalla Fatna,32.3875,-9.265,Marrakech-Safi,"S,PL&St",Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,114,,False,,
obs2_00096,Cap Beddouza,32.55083333333333,-9.272777777777778,Marrakech-Safi,S/St/G,Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,115,,False,,
obs2_00097,El Goraan cave,32.5575,-9.254166666666666,Marrakech-Safi,G,Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,116,,False,,
obs2_00098,Souira Lgdima,32.03777777777778,-9.340555555555556,Marrakech-Safi,"S,St&G",Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,117,,False,,
obs2_00099,Sidi Tiji Gypsum quarry,32.157777777777774,-8.865277777777777,Marrakech-Safi,S&St,Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,118,,False,,
obs2_00100,Jorf Lihoudi,32.18,-9.26,Marrakech-Safi,"S,St&PL",Meseta,,,geoheritage_expanded_20260809_group_9,point,geoheritage_expanded_20260809,119,,False,,
obs2_00103,beach of Sidi Bouzide,33.22591944444444,-8.555186111111112,Marrakech-Safi,G,Meseta,32.3003,-9.2511,geoheritage_expanded_20260809_group_10,point,geoheritage_expanded_20260809,122,legend_lookup,False,,
obs2_00106,The source Lalla Mira,32.31843333333334,-9.25405,Marrakech-Safi,H,Meseta,32.3003,-9.2511,geoheritage_expanded_20260809_group_10,point,geoheritage_expanded_20260809,126,legend_lookup,False,,
obs2_00107,The wave of Saf,32.32473055555556,-9.28336388888889,Marrakech-Safi,G,Meseta,32.3003,-9.2511,geoheritage_expanded_20260809_group_10,point,geoheritage_expanded_20260809,127,legend_lookup,False,,
obs2_00109,Lake Aguelmame Sidi Ali,33.07611111111112,-5.003611111111111,Draa-Tafilalet & Fès-Méknès,SG&H,Tabular Middle Atlas,,,geoheritage_expanded_20260809_group_11,point,geoheritage_expanded_20260809,133,,False,,
obs2_00110,The caldera of the Michliffen,33.41329722222222,-5.079908333333333,Draa-Tafilalet & Fès-Méknès,G,Tabular Middle Atlas,,,geoheritage_expanded_20260809_group_11,point,geoheritage_expanded_20260809,135,,False,,
obs2_00111,Ruiniform landscape,33.287997222222224,-4.847411111111111,Draa-Tafilalet & Fès-Méknès,G,Tabular Middle Atlas,,,geoheritage_expanded_20260809_group_11,point,geoheritage_expanded_20260809,136,,False,,
obs2_00112,Fairy chimneys of Assamar,31.681522222222224,-6.668716666666667,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_expanded_20260809_group_12,point,geoheritage_expanded_20260809,147,,False,,
obs2_00119,Frasnian-Famennian Kellwasser black limestones of Bou Ounabdou,33.142833333333336,-5.518,Beni Mellal-Khenifra,"S,St&PL",Central Hight Atlas,,,geoheritage_expanded_20260809_group_14,point,geoheritage_expanded_20260809,168,,False,,
obs2_00120,Famennian Griottes limestones of Bou Ounabdou,33.14266666666666,-5.5175,Beni Mellal-Khenifra,"S,St&PL",Central Hight Atlas,,,geoheritage_expanded_20260809_group_14,point,geoheritage_expanded_20260809,169,,False,,
obs2_00121,Famennian Zebra griottes limestones of Ziyar,33.0425,-5.738666666666667,Beni Mellal-Khenifra,S&St,Central Hight Atlas,,,geoheritage_expanded_20260809_group_14,point,geoheritage_expanded_20260809,170,,False,,
obs2_00122,Arich OuzellaFm,31.162091666666665,-9.703619444444444,Marrakech-Safi,S&PL,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,171,legend_lookup,False,,
obs2_00123,Amsittene Fm,31.146552777777774,-9.743005555555555,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,172,legend_lookup,False,,
obs2_00124,Id ou Moulid Fm,31.143002777777777,-9.739027777777777,Marrakech-Safi,S&PL,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,173,legend_lookup,False,,
obs2_00125,Arich Ouzella cave,31.162775,-9.700344444444443,Marrakech-Safi,G,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,174,legend_lookup,False,,
obs2_00126,Subvertical strata,31.141513888888888,-9.751880555555555,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,175,legend_lookup,False,,
obs2_00127,Triassic-Quaternary contact,31.098191666666665,-9.822580555555556,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,176,legend_lookup,False,,
obs2_00128,Quaternary-Jurassic contact,31.09722777777778,-9.824833333333332,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,177,legend_lookup,False,,
obs2_00129,Fold hinge,31.09916944444444,-9.828880555555555,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,178,legend_lookup,False,,
obs2_00130,Cretaceous Quaternary contact,31.10043888888889,-9.833491666666667,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,179,legend_lookup,False,,
obs2_00131,Triple point,31.10076111111111,-9.839516666666666,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,180,legend_lookup,False,,
obs2_00132,Macrofossils,31.152080555555557,-9.705341666666666,Marrakech-Safi,PL,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,181,legend_lookup,False,,
obs2_00133,Fossiliferous dunes,31.160627777777776,-9.705713888888887,Marrakech-Safi,PL,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,182,legend_lookup,False,,
obs2_00134,Folded structure1,31.192766666666667,-9.65986111111111,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,183,legend_lookup,False,,
obs2_00135,Folded structure 2,31.15841111111111,-9.686902777777778,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,184,legend_lookup,False,,
obs2_00136,Folded structure 3,31.15719722222222,-9.697530555555556,Marrakech-Safi,S,The Great Moroccan Atlantic Basin (MAP),31.1422,-9.7078,geoheritage_expanded_20260809_group_15,point,geoheritage_expanded_20260809,185,legend_lookup,False,,
