Geosite_Name,Raw_X,Raw_Y,Error,Source_File,Source_Row_Ref
Jbel el Kalaa,,,missing coordinates,geoheritage_expanded_20260809,205
Tmourhout valley,,,missing coordinates,geoheritage_expanded_20260809,206
Bizi canyon,,,missing coordinates,geoheritage_expanded_20260809,207
 Fault Tmourhout,,,missing coordinates,geoheritage_expanded_20260809,208
Cascade Sahbab,,,missing coordinates,geoheritage_expanded_20260809,209
Tmourhout Cascade,,,missing coordinates,geoheritage_expanded_20260809,210
Synclinal Zloul,,,missing coordinates,geoheritage_expanded_20260809,211
Ain Sebou,,,missing coordinates,geoheritage_expanded_20260809,212
Synclinal Tilmirat,,,missing coordinates,geoheritage_expanded_20260809,213
Ammonitico-rosso of Zra,,,missing coordinates,geoheritage_expanded_20260809,214
Aghram Amellal reefs,,,missing coordinates,geoheritage_expanded_20260809,215
Jider canyon,,,missing coordinates,geoheritage_expanded_20260809,216
The desiccation cracks in the Mghimima region,,,missing coordinates,geoheritage_expanded_20260809,282
Isolation of rocks by erosion facilitated by joints ,,,missing coordinates,geoheritage_expanded_20260809,284
The Devonian Rich,,,missing coordinates,geoheritage_expanded_20260809,285
Slab of rock carvings in the carbonate sandstones,,,missing coordinates,geoheritage_expanded_20260809,287
Agadir Ou Adkhes,,,missing coordinates,geoheritage_expanded_20260809,290
The massive dolomites of the Tizgarine unit,,,missing coordinates,geoheritage_expanded_20260809,293
Calipso cave,,,missing coordinates,geoheritage_expanded_20260809,294
the source and catchment basin of the water,,,missing coordinates,geoheritage_expanded_20260809,295
"Ras Leona rocky coast and Karst (Lapiés, doline and cave)",De… à?,,"unrecognized coordinate pair: 'De… à?', None",geoheritage_expanded_20260809,299
Socio-cultural complex,"35°54’22’’,45N","5°23’17’’,11W","unrecognized coordinate pair: '35°54’22’’,45N', '5°23’17’’,11W'",geoheritage_expanded_20260809,301
Predorsal sandstone of Bel Younech,,,missing coordinates,geoheritage_expanded_20260809,304
The cliff of Ras Leona,,,missing coordinates,geoheritage_expanded_20260809,305
Echguiguen Site,27°98'N,12°16'W,"unrecognized coordinate pair: ""27°98'N"", ""12°16'W""",geoheritage_expanded_20260809,313
Amtoudi's stratigraphy,,,missing coordinates,geoheritage_expanded_20260809,317
Adrar ZerZem, 28 ° 926N , 9 ° 042W,"unrecognized coordinate pair: ' 28 ° 926N ', ' 9 ° 042W'",geoheritage_expanded_20260809,318
Abaynou station,29°093N,10°019W,"unrecognized coordinate pair: '29°093N', '10°019W'",geoheritage_expanded_20260809,319
Pigeon cave,  29 ° 300N, 9 ° 695W,"unrecognized coordinate pair: '  29 ° 300N', ' 9 ° 695W'",geoheritage_expanded_20260809,320
Asrir Oasis, 29 ° 074N,9 ° 432W,"unrecognized coordinate pair: ' 29 ° 074N', '9 ° 432W'",geoheritage_expanded_20260809,322
Karstification within the limestone strata,"34°53'22.93""N","4°51'1.39""","unrecognized coordinate pair: '34°53\'22.93""N', '4°51\'1.39""'",geoheritage_expanded_20260809,330
Rueda Nummilitic succession ,350673N,514050W,"Merchich (EPSG:26191) conversion implausible: 172km from locality center (35.2253, -5.1406), exceeds 50km threshold — likely corrupted/truncated input digits, not guessed at",geoheritage_expanded_20260809,333
Beni Derkoul Radiolarites, 528971N,96626W,"Merchich (EPSG:26191) conversion implausible: 418km from locality center (35.2253, -5.1406), exceeds 50km threshold — likely corrupted/truncated input digits, not guessed at",geoheritage_expanded_20260809,355
Jbel Lakraa,351300N,515000W,"Merchich (EPSG:26191) conversion implausible: 172km from locality center (35.2253, -5.1406), exceeds 50km threshold — likely corrupted/truncated input digits, not guessed at",geoheritage_expanded_20260809,362
Quaternary Basal tic flow of El Harcha,33°29′09 ʺ N ,6°09′30’’W,"unrecognized coordinate pair: '33°29′09 ʺ N ', '6°09′30’’W'",geoheritage_expanded_20260809,393
Ammonites and sponges fossil of  Jbel Taguendouft,"32° 5'38.14""N","6°16'34.08""","unrecognized coordinate pair: '32° 5\'38.14""N', '6°16\'34.08""'",geoheritage_expanded_20260809,423
"Inverse fault, anticlinal fold and joint",,,missing coordinates,geoheritage_expanded_20260809,427
Ain El Ghazi cave,,,missing coordinates,geoheritage_expanded_20260809,433
Ruiniform landscape of Moudj,,,missing coordinates,geoheritage_expanded_20260809,435
Idemrane landslide,,,missing coordinates,geoheritage_expanded_20260809,436
Adouz dejection cone,,,missing coordinates,geoheritage_expanded_20260809,437
Ajojjar waterfall,,,missing coordinates,geoheritage_expanded_20260809,438
Ouchrah site,,,missing coordinates,geoheritage_expanded_20260809,439
Tafrent Polje,,,missing coordinates,geoheritage_expanded_20260809,440
Hançais,,,missing coordinates,geoheritage_expanded_20260809,441
Ain Fachtals,,,missing coordinates,geoheritage_expanded_20260809,442
Ain Ikhourba,,,missing coordinates,geoheritage_expanded_20260809,443
Jbel Boutarwa,,,missing coordinates,geoheritage_expanded_20260809,445
Tit-n-Ziza Geomorphosite,,,missing coordinates,geoheritage_expanded_20260809,446
Afla Ifran Geomorphosite,,,missing coordinates,geoheritage_expanded_20260809,447
Chkounda Geomorphosite,,,missing coordinates,geoheritage_expanded_20260809,448
Tichniwine Rocks,,,missing coordinates,geoheritage_expanded_20260809,449
Iferd Ait Masaoud Polje,,,missing coordinates,geoheritage_expanded_20260809,450
Ben Cherrou Valley,,,missing coordinates,geoheritage_expanded_20260809,451
Jbel Tadawt Karst,,,missing coordinates,geoheritage_expanded_20260809,452
Jbel Wawngarf karstic plateau,,,missing coordinates,geoheritage_expanded_20260809,453
El Haounet karstic plateau,,,missing coordinates,geoheritage_expanded_20260809,454
The Walous cliff granaries,,,missing coordinates,geoheritage_expanded_20260809,455
Ain Askar,,,missing coordinates,geoheritage_expanded_20260809,456
Oued El Abid meanders,,,missing coordinates,geoheritage_expanded_20260809,457
Gabbroic intrusion of Idemrane,,,missing coordinates,geoheritage_expanded_20260809,458
Sills of Idemrane,,,missing coordinates,geoheritage_expanded_20260809,459
Folded marly limstones of the Bine El Ouidane II Fm,,,missing coordinates,geoheritage_expanded_20260809,460
Fossil wood of the Azilal Fm,,,missing coordinates,geoheritage_expanded_20260809,461
Chaos alteration of gabbros,,,missing coordinates,geoheritage_expanded_20260809,462
Red facies of the Guettioua Fm,,,missing coordinates,geoheritage_expanded_20260809,463
Dinosaur bone deposit of Agard-n-Sgat,,,missing coordinates,geoheritage_expanded_20260809,464
Dinosaur footprints at Ait Wissadane,,,missing coordinates,geoheritage_expanded_20260809,465
Basaltic flow B1,,,missing coordinates,geoheritage_expanded_20260809,466
The Taghia-n-Ait Boulmane intrusion,,,missing coordinates,geoheritage_expanded_20260809,467
Dyke of Taguelft,,,missing coordinates,geoheritage_expanded_20260809,468
Fault-fold associated with the magmatic intrusion of Ait Boulmane,,,missing coordinates,geoheritage_expanded_20260809,469
Ouzoud waterfalls,,,missing coordinates,geoheritage_expanded_20260809,470
Karstic spring of Ouzoud,,,missing coordinates,geoheritage_expanded_20260809,471
Oued El Abid Gorges,,,missing coordinates,geoheritage_expanded_20260809,472
Estuary of Oued Tissakht (Ouzoud caves),,,missing coordinates,geoheritage_expanded_20260809,473
Doleritic sill of Ouzoud,,,missing coordinates,geoheritage_expanded_20260809,474
Zauia of Tanaghmelt,,,missing coordinates,geoheritage_expanded_20260809,475
Basaltic flows of Ouzoud,,,missing coordinates,geoheritage_expanded_20260809,476
Chocolate marl intruded by Tanaghmelt sil,,,missing coordinates,geoheritage_expanded_20260809,477
Ouzoud travertines,,,missing coordinates,geoheritage_expanded_20260809,478
Moudj’s lapiez,,,missing coordinates,geoheritage_expanded_20260809,479
Timskar Waterfalls,,,missing coordinates,geoheritage_expanded_20260809,480
Tazerkount Ruiniformes Landscapes,,,missing coordinates,geoheritage_expanded_20260809,481
Caves of Orbiaa,,,missing coordinates,geoheritage_expanded_20260809,482
Ain Orbiaa,,,missing coordinates,geoheritage_expanded_20260809,483
Ruiniformes Landscapes of Tacmit,,,missing coordinates,geoheritage_expanded_20260809,484
Timskar’s travertines,,,missing coordinates,geoheritage_expanded_20260809,485
Tazzerkount Tepee Structures,,,missing coordinates,geoheritage_expanded_20260809,486
travertines of El Ksiba,,,missing coordinates,geoheritage_expanded_20260809,487
Ruiniformes Landscapes of EL Ksiba,,,missing coordinates,geoheritage_expanded_20260809,488
Fossils of Moudj,,,missing coordinates,geoheritage_expanded_20260809,489
Panoramic view of Rurate,,,missing coordinates,geoheritage_expanded_20260809,490
Spring of Lala Kamria,,,missing coordinates,geoheritage_expanded_20260809,491
Panoramic view of overturned bar of Iferghas,,,missing coordinates,geoheritage_expanded_20260809,492
Karst cliff of Ighir-n-Oumejjad,,,missing coordinates,geoheritage_expanded_20260809,493
Panoramic view of the Ait Attab syncline,,,missing coordinates,geoheritage_expanded_20260809,494
The tectonic deformations of Jbel Hassan,,,missing coordinates,geoheritage_expanded_20260809,495
The ruiniform limestones with ammonite of the Ben Cherrou formation,,,missing coordinates,geoheritage_expanded_20260809,496
Panoramic view of the Cretaceous cuestas,,,missing coordinates,geoheritage_expanded_20260809,497
The bad land of Ait Ouabit,,,missing coordinates,geoheritage_expanded_20260809,498
Gorges of Ait Ouabit,,,missing coordinates,geoheritage_expanded_20260809,499
Conglomerate terraces of Oued El Abid,,,missing coordinates,geoheritage_expanded_20260809,500
The footprints of sauropod dinosaurs of Ayt Bouiqban,,,missing coordinates,geoheritage_expanded_20260809,501
Lower limit of the basaltic flow B2,,,missing coordinates,geoheritage_expanded_20260809,502
Jurassic-Cretaceous unconformity and volcanic activities,,,missing coordinates,geoheritage_expanded_20260809,503
Bioclastic limestone with ammonite of the Bine El Ouidane BIII formation,,,missing coordinates,geoheritage_expanded_20260809,504
Panoramic view of Oued El Abid from the old Caida of Taounza,,,missing coordinates,geoheritage_expanded_20260809,505
Caves of cats and the spring of Tisqui,,,missing coordinates,geoheritage_expanded_20260809,506
Bioclastic marly limestone of Ait Tafelt formation,,,missing coordinates,geoheritage_expanded_20260809,507
Eroded sandstone of Jbel Ilaghmane,,,missing coordinates,geoheritage_expanded_20260809,508
Panoramic view of the red formations separated by the BI and BII magmatic events,,,missing coordinates,geoheritage_expanded_20260809,509
Ruiniform reliefs of Jbel Al Maqçoura,,,missing coordinates,geoheritage_expanded_20260809,510
 Foot of Toubkal,"31° 5'2.06""N","7°55'14.74""w","unrecognized coordinate pair: '31° 5\'2.06""N', '7°55\'14.74""w'",geoheritage_expanded_20260809,532
Zenaga Inlier ,,,missing coordinates,geoheritage_expanded_20260809,535
"Neoproterozoic doleritic dykes (Zenaga, Central AA)",,,missing coordinates,geoheritage_expanded_20260809,536
Tholeiitic dyke swarms (Zenaga inlier),,,missing coordinates,geoheritage_expanded_20260809,537
Well preserved Pre-Pan-African sedimentary features,,,missing coordinates,geoheritage_expanded_20260809,538
"Pan-African ophiolites of Bou Azzer and Siroua inliers, central AA)",,,missing coordinates,geoheritage_expanded_20260809,539
Major Anti-Atlas Fault (central AA),,,missing coordinates,geoheritage_expanded_20260809,540
"Pan-African Diamictites (Bou-Azzer and Siroua inliers, central AA)",,,missing coordinates,geoheritage_expanded_20260809,541
Ediacarian Iknioun granodiorites,,,missing coordinates,geoheritage_expanded_20260809,542
Late Neoproterozoic stromatolites,,,missing coordinates,geoheritage_expanded_20260809,543
"Contacts Pan-African Groups: Saghro, Mgouna and Ouarzazate Groups",,,missing coordinates,geoheritage_expanded_20260809,544
"Contacts Palaeoproterozoic Zenaga complex, late Neoproterozoic Ouarzazate Supergroup and the Cambrian Tata Group",,,missing coordinates,geoheritage_expanded_20260809,545
Appalachian type folding in western AA,,,missing coordinates,geoheritage_expanded_20260809,547
Large Cambrian trilobite Paradoxides,,,missing coordinates,geoheritage_expanded_20260809,548
Ordovician outcrop of Jbel Kissane,,,missing coordinates,geoheritage_expanded_20260809,549
Large Ordovician trilobites (Asaphus) death assemblages,,,missing coordinates,geoheritage_expanded_20260809,550
Silurian and lowermost Devonian Orthoceras-rich limestones and ammonite-rich limestones,,,missing coordinates,geoheritage_expanded_20260809,551
Early Devonian Kess Kess carbonate mounds,,,missing coordinates,geoheritage_expanded_20260809,553
Middle Devonian coral stromatoporoid biostrome,,,missing coordinates,geoheritage_expanded_20260809,554
Green eyes and red Devonian phacopid trilobite,,,missing coordinates,geoheritage_expanded_20260809,555
Frasnian plants from the Drâa Valley,,,missing coordinates,geoheritage_expanded_20260809,556
Well preserved shallow-water sedimentary features in Cambrian rocks,,,missing coordinates,geoheritage_expanded_20260809,557
Foum-Zguid Jurassic dyke,,,missing coordinates,geoheritage_expanded_20260809,558
North border of the Dakhla lagoon north of the artesian well,"23°53'97""N","15°42'67""W","unrecognized coordinate pair: '23°53\'97""N', '15°42\'67""W'",geoheritage_expanded_20260809,560
Sphinx Rock,"23°53'97""N","15°42'67""W","unrecognized coordinate pair: '23°53\'97""N', '15°42\'67""W'",geoheritage_expanded_20260809,561
"Outcrops of Eocene for
mations beneath Miocene deposits ","23°53'97""N ","15°42'67""W","unrecognized coordinate pair: '23°53\'97""N ', '15°42\'67""W'",geoheritage_expanded_20260809,562
Lower Eocene Izik Formation with chert nodules,"23°53'97""N ","15°42'67""W","unrecognized coordinate pair: '23°53\'97""N ', '15°42\'67""W'",geoheritage_expanded_20260809,563
Metabasite," 23°11'87""N ","15°04'78""W","unrecognized coordinate pair: ' 23°11\'87""N ', '15°04\'78""W'",geoheritage_expanded_20260809,569
Metagabbro of the Adrar Souttouf massif," 23°11'87""N ","15°04'78""W","unrecognized coordinate pair: ' 23°11\'87""N ', '15°04\'78""W'",geoheritage_expanded_20260809,570
Sidi Saïd Mâachou Basin,33°00′33°15′N,8°00′8°15′W,"unrecognized coordinate pair: '33°00′33°15′N', '8°00′8°15′W'",geoheritage_expanded_20260809,603
Lalla Fatna escarpment,"32°23′54,15″N","9°15′44,54″W","unrecognized coordinate pair: '32°23′54,15″N', '9°15′44,54″W'",geoheritage_expanded_20260809,604
Jorf Lasfar escarpment,"33°09′24,66″N","08°37′24,74″W","unrecognized coordinate pair: '33°09′24,66″N', '08°37′24,74″W'",geoheritage_expanded_20260809,606
ElKhénzira cave,"33°09′24,64″N",08°37′23″W,"unrecognized coordinate pair: '33°09′24,64″N', '08°37′23″W'",geoheritage_expanded_20260809,609
Tizi-n-Issoulitene,"33°29'57""N ","W4°27'29""W","unrecognized coordinate pair: '33°29\'57""N ', 'W4°27\'29""W'",geoheritage_expanded_20260809,623
Current patterns and inverted series of the Tizirène nappe at Ksar Sghir,35°50’56‘’N,05°33’59‘’W,"unrecognized coordinate pair: '35°50’56‘’N', '05°33’59‘’W'",geoheritage_expanded_20260809,627
The sandstone-mica flysch of the Oued Ledian coast,35°50’56‘’N,05°33’59‘’W,"unrecognized coordinate pair: '35°50’56‘’N', '05°33’59‘’W'",geoheritage_expanded_20260809,628
Cap Malabata,35° 46‘ and 35° 48’ N,5° 45‘ and 5° 49’ W,"unrecognized coordinate pair: '35° 46‘ and 35° 48’ N', '5° 45‘ and 5° 49’ W'",geoheritage_expanded_20260809,631
 Ait Idir granary perched,"32° 4'31.77""N","6°27'14.91""","unrecognized coordinate pair: '32° 4\'31.77""N', '6°27\'14.91""'",geoheritage_expanded_20260809,673
Well-distinguished fault making contact between the Fm m. BIII & the Guettioua Fm,32′4′22″N,6°26′43″W,"unrecognized coordinate pair: '32′4′22″N', '6°26′43″W'",geoheritage_expanded_20260809,674
"Oblique, cross-stratification, bioclasts of brachiopods & lamellibranchs on granary stone ",32′4′22″N,6°26′43″W,"unrecognized coordinate pair: '32′4′22″N', '6°26′43″W'",geoheritage_expanded_20260809,675
"Limestone banks rich in fossils of gastropods, lamellibranch, brachio pods, ammonites, & places polypiers in the Ouaouizaght syncline ",32′4′22″N,6°26′43″W,"unrecognized coordinate pair: '32′4′22″N', '6°26′43″W'",geoheritage_expanded_20260809,676
Fairy chimneys of Assamar,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,697
Alluvial terraces of Aït Mallal,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,698
Aït Mallal valley,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,699
Badlands of Igoulouane,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,700
Arouss valley,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,701
Canyon of High-Tessaout valley,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,702
Canyon of Ikiss,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,703
Canyon of Abachkou valley,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,704
Canyon of Rougoult valley,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,705
Rat syncline,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,706
Peak and cliffs of Tarkeddid mountain,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,707
Mount M’goun (4068 m),…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,708
The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,709
Rougoult waterfall,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,710
Springs of Oued Lakhdar (green river),…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,711
Springs and waterfall of Ikiss,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,712
Sinkholes of the Rat mountain,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,713
Glacial cirques and U-shaped valleys of M’goun,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,714
Glacial cirques and U-shaped valleys of Rat mountain,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,715
Scree and talus deposits of Rat mountain,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,716
Scree and talus deposits of Tarkeddid mountain,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,717
Troglodyte caves of Igoulouane,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,718
Rock engravings of Tizi-n-Tirghyst,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,719
Lake sediment of Aït Bougmez valley,…,…,"unrecognized coordinate pair: '…', '…'",geoheritage_expanded_20260809,720
Hercynian folds in Devonian series of Tazoult,,,missing coordinates,geoheritage_expanded_20260809,721
Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier 1,,,missing coordinates,geoheritage_expanded_20260809,722
Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier 2,,,missing coordinates,geoheritage_expanded_20260809,723
Lower Cambrian series crescent or boomerang around the Tagragra of Tata inlier3,,,missing coordinates,geoheritage_expanded_20260809,724
Interference folds as a mushroom pattern in the lower Cambrian east of the Issafen syncline,,,missing coordinates,geoheritage_expanded_20260809,725
Interference folds as a mushroom pattern in the lower Cambriansouth of Agouliz’s inlier,,,missing coordinates,geoheritage_expanded_20260809,726
Sidi Bouzid Escarpment,32◦18′01′′ N,9◦15′04′′ W,"unrecognized coordinate pair: '32◦18′01′′ N', '9◦15′04′′ W'",geoheritage_expanded_20260809,800
Jorf Lihoudi,32◦10′48′′ N,9◦15′36′′ W,"unrecognized coordinate pair: '32◦10′48′′ N', '9◦15′36′′ W'",geoheritage_expanded_20260809,801
Abderrahmane dam,32◦19′26′′ N,9◦10′49′′ W,"unrecognized coordinate pair: '32◦19′26′′ N', '9◦10′49′′ W'",geoheritage_expanded_20260809,802
Sidi Abderrahmane clay quarry,32◦19′57′′ N,9◦10′36′′ W,"unrecognized coordinate pair: '32◦19′57′′ N', '9◦10′36′′ W'",geoheritage_expanded_20260809,803
Souiria Lgdima,32◦02′16′′ N,9◦20′26′′ W,"unrecognized coordinate pair: '32◦02′16′′ N', '9◦20′26′′ W'",geoheritage_expanded_20260809,804
Jbel Irhoud geosite,31◦52′30′′ N,8◦52′00′′ W,"unrecognized coordinate pair: '31◦52′30′′ N', '8◦52′00′′ W'",geoheritage_expanded_20260809,805
Sidi Tijji quarry,32◦09′28′′ N,8°51′55′′ W,"unrecognized coordinate pair: '32◦09′28′′ N', '8°51′55′′ W'",geoheritage_expanded_20260809,806
Rainfall at Sidi Bouzid and warning signs indicating slope instability,32◦18′01′′ N,9◦15′04′′ W,"unrecognized coordinate pair: '32◦18′01′′ N', '9◦15′04′′ W'",geoheritage_expanded_20260809,807
Cap Beddouza,32◦33′03′′ N,9◦16′22′′ W,"unrecognized coordinate pair: '32◦33′03′′ N', '9◦16′22′′ W'",geoheritage_expanded_20260809,808
Doline near Jorf Lihoudi,32◦10′48′′ N,9◦15′36′′ W,"unrecognized coordinate pair: '32◦10′48′′ N', '9◦15′36′′ W'",geoheritage_expanded_20260809,809
Souira Lgdima beach,32◦02′16′′ N,9◦20′26′′ W,"unrecognized coordinate pair: '32◦02′16′′ N', '9◦20′26′′ W'",geoheritage_expanded_20260809,810
Samsa spring,"35.590,762N",5.402045W,"unrecognized coordinate pair: '35.590,762N', '5.402045W'",geoheritage_expanded_20260809,823
Coast of Agadir,"30°25‘,14’‘N","9°36’,36‘’W","unrecognized coordinate pair: '30°25‘,14’‘N', '9°36’,36‘’W'",geoheritage_expanded_20260809,989
Dinosaurs of Anza,"30°26‘,43’‘N","9°39’,39‘’W","unrecognized coordinate pair: '30°26‘,43’‘N', '9°39’,39‘’W'",geoheritage_expanded_20260809,990
Cliffs of Taghazoute,30°33’12’‘N,9°44’22’’W,"unrecognized coordinate pair: '30°33’12’‘N', '9°44’22’’W'",geoheritage_expanded_20260809,991
Tiguert Travertines,30°33’12’’N,9°44’22’’W,"unrecognized coordinate pair: '30°33’12’’N', '9°44’22’’W'",geoheritage_expanded_20260809,992
Tiguert angular unconformity,30°37’43’’N,9°50’20’’W,"unrecognized coordinate pair: '30°37’43’’N', '9°50’20’’W'",geoheritage_expanded_20260809,993
Caves of Cap Ghir,30°37’51’’N,09°51’41’’W,"unrecognized coordinate pair: '30°37’51’’N', '09°51’41’’W'",geoheritage_expanded_20260809,994
Ait Atmane Biostromes and Reef Mounds,"32° 4'20.98""","4°23'18.80""W","unrecognized coordinate pair: '32° 4\'20.98""', '4°23\'18.80""W'",geoheritage_expanded_20260809,1030
J. Ouaouserdoune,33°28′23.82″N,4°54′37 69″W,"unrecognized coordinate pair: '33°28′23.82″N', '4°54′37 69″W'",geoheritage_expanded_20260809,1115
Bou-Teguerrouine,"33°17'12.31""N","5° 5'24.71""","unrecognized coordinate pair: '33°17\'12.31""N', '5° 5\'24.71""'",geoheritage_expanded_20260809,1501
Outgui,"33°38'58.09""N","5°14'49.68""","unrecognized coordinate pair: '33°38\'58.09""N', '5°14\'49.68""'",geoheritage_expanded_20260809,1502
