Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m,Reference,Title,Expert_Class,Confidence,Expert_Reasoning
loc_00496,Travertine of Ifahsa,35.299126,-5.21998,116.1525650024414,12.953512622027434,8.916936950683594,143.54180360623874,0.55,15145.418323388283,Louz et al.2024,"Identification of Potential Areas for the Development of Geotourism 
in the Northern Part of the M’goun Geopark (Morocco) Using 
Multi‑Criteria Analysis and Sig",,,
loc_00537,Mdiq beach,35.695322,-5.327791,2.3937857151031494,2.6635612914986315,1.4495710015296936,155.1040616403104,0.1,1392.827476812774,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",,,
loc_00542,Azla beach,35.550158,-5.2403,0.0,3.1606992744614457,1.3922475957870484,161.77917889896756,0.9,8083.671212652341,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00592,Prissa dam,35.364628,-5.17617,25.0,19.42729448598877,8.302144241333007,162.01776360091537,0.9,23330.365452020586,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00513,Assifane cavities,35.112876,-4.967752,672.646484375,27.303711468104567,17.50154052734375,173.75889180653485,0.15,28030.340050013725,"Regragui et al., 2026","An overview of North African sebkhas: diversity, resources, and environmental challenges",,,
loc_00624,River terrace of Issaguen,34.918387,-4.565299,1483.921875,2.9244100701189577,1.2312060546875,192.9040137447106,0.2,68262.36906175937,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00446,Sidi Abdel Hamid Ecomuseum,35.17232940013272,-5.268751286983315,618.5391845703125,11.691743430731949,5.2930859375,207.234967759942,0.05,396.9715854063339,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †",,,
loc_00493,Avens of Kayat,35.286726,-5.229632,312.0285339355469,20.923506817361226,12.495745849609374,210.8527046040936,0.55,13578.7808144467,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM,,,
loc_00551,Sidi Yahya Aarab beach,35.299876,-4.878001,0.0,11.77602915087934,6.075729293823242,216.93594851915464,0.9,38332.7176324964,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00562,Rmod beach,35.242967,-3.9673,33.694576263427734,31.99407863017848,27.92482786178589,220.49717445960837,0.9,3378.880854695291,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00606,Rockfall niche of Azenti,35.375224,-4.994033,91.8402328491211,27.201829847198805,15.693424224853516,227.89103857662172,0.55,33869.13202603805,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00630,Natural bridge and travertine of Assifane,35.074391,-4.564801,1175.596923828125,15.53330657124796,9.5492724609375,230.0653732437606,0.15,60734.08693329795,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00549,Targha beach,35.394421,-5.020287,80.30411529541016,19.942248133828016,12.352669982910156,241.97280143851165,0.15,33712.535457660866,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00544,Tamrabet beach,35.533503,-5.193817,15.807310104370115,15.391515584524962,8.820155181884765,251.57335151300293,0.15,11828.116651031462,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00589,Ajras dam,35.564636,-5.494865,44.64872741699219,0.8323587347148584,0.3697750854492188,252.53426229335196,0.9,10884.761188790037,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00593,Oued Laou dam,35.246227,-5.291671,262.0,0.99335391817678,0.1958056640625,256.5368466319264,0.2,8869.198087544382,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00604,Mujer dormida mountain,35.402279,-5.322191,1051.82763671875,23.066843330585467,13.2080322265625,258.23517341333934,0.15,19223.980257881278,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00447,Sidi Abdel Hamid Lookout,35.17314093736768,-5.269189069131,628.2081298828125,20.825246753516165,12.09524658203125,283.01912692519056,0.15,491.5113558779632,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †",,,
loc_00605,Gully of Tamghart,35.488401,-5.130791,134.47152709960938,26.644779201915487,16.30741638183594,288.1327731016247,0.55,19341.37141258299,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00594,Moulay Bouchta dam,35.264187,-5.351637,339.9729919433594,2.312310741943482,1.06250732421875,292.22832612784856,0.9,13031.147006734218,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00535,Tres Pierdas beach,35.772728,-5.345322,0.0,0.0,0.0,299.27455403226224,0.9,7533.613556542409,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",,,
loc_00553,Amtar beach,35.245279,-4.795919,3.5081636905670166,1.0998812662968802,0.6929011344909668,310.2200908356,0.2,43756.904196413336,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00525,Lamouassif spring,34.988318,-4.820548,1447.8492431640625,20.600092173662294,11.10734375,331.6150109756682,0.55,45421.23365221053,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",,,
loc_00566,Cara Bonita beach,35.234276,-3.922583,0.0,7.286703801379862,3.2233160877227784,338.8001083662407,0.9,1388.9256862705336,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00538,Negro Cape beach,35.663249,-5.283808,0.0,0.6350425224516381,0.1748455572128296,340.15091751332614,0.1,4203.845828751484,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",,,
loc_00591,Nakhla dam,35.441739,-5.396691,190.0,0.0,0.0,368.927796063756,0.9,14377.835870939083,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00545,Tamernout beach,35.524625,-5.169756,0.0,1.8937286581818813,0.7058859395980835,380.3057030803228,0.9,13988.334727518271,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
