Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m,Reference,Title,Expert_Class,Confidence,Expert_Reasoning
loc_00651,Conglomerates of Sidi Abdelah,32.54581388888889,-7.831752777777777,342.6968078613281,3.2519866192380893,1.82594970703125,490.4828147374809,0.2,36117.240971046165,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00655,Pegmatite of Sidi Bouathmane,31.89772777777777,-7.953302777777778,525.2009887695312,4.89583367159301,2.4387255859375,494.7447229912838,0.2,30423.6022114389,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00317,Mineralized quartz-chlorite vein cutting the schists at a low angle in the Kettara gossan,31.86613611111112,-8.177069444444443,478.0519104003906,13.335787052414611,8.903316650390625,537.333037699702,0.1,32089.630395323114,,,,,
loc_00326,Asni anticlinorium,31.25712777777778,-7.980569444444445,1160.47412109375,3.0877848619140478,1.9186376953125,554.5978932527762,0.55,41005.43937037223,,,,,
loc_00324,"Syn-sedimentary tectonic geosite of a 
normal fault (Aghzane",31.306475,-7.971997222222222,1142.2244873046875,19.35972497875366,12.995771484375,646.5366720785889,0.15,35547.46987722346,,,,,
loc_00650,Conglomerates of Machraâ Ben Abbou,32.62585555555555,-7.809649999999999,271.1191101074219,7.105867388801059,4.422418212890625,651.4971283109535,0.2,45213.59649316382,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00107,Arich Ouzella cave,31.162775,-9.700344444444443,452.1583251953125,24.002581102265346,15.340660400390624,806.7228167784211,0.35,39253.444995105776,,,,,
loc_00118,Folded structure 3,31.15719722222222,-9.697530555555556,492.7695617675781,18.26311688268961,9.698056640625,943.0102406844044,0.35,39907.02680024555,,,,,
loc_00652,Conglomerates of Kef El Mounib,32.44246111111111,-7.944344444444445,549.7748413085938,8.01968775749554,4.3587255859375,986.1109767544298,0.2,22657.113094376327,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00112,Cretaceous Quaternary contact,31.10043888888889,-9.833491666666667,7.111008644104004,15.382724481432335,12.93364637374878,1068.0457741518862,0.15,46244.62209584528,,,,,
loc_00320,Intrusion affected by subvertical schistosity,31.85823888888889,-8.164880555555555,528.315185546875,15.116534167966044,9.1141259765625,1152.5026262947915,0.1,30724.24680277663,,,,,
loc_00108,Subvertical strata,31.141513888888888,-9.751880555555555,414.0569458007813,9.839578191728972,6.45735107421875,1450.3225048475335,0.15,41188.47946695576,,,,,
loc_00316,Panoramic view from the Kettara intrusion,31.873697222222223,-8.168141666666665,473.4563293457031,6.839629425829573,3.472020263671875,1461.4422554021037,0.1,32343.044758800745,,,,,
loc_00113,Triple point,31.10076111111111,-9.839516666666666,6.363839149475098,9.257102355142989,5.795493022203446,1627.213945669533,0.15,46296.669506308375,,,,,
loc_00653,Granite of Sebt Brikiine,32.29926944444444,-8.038086111111111,465.57525634765625,1.9633710812015104,1.002093505859375,1648.2598851961234,0.2,10068.44023590297,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_01143,The lagoon of Oualidia,32.73916666666667,-8.559127777777778,149.61936950683594,1.200405401043096,0.6809722900390625,2102.299397679193,0.2,54916.83367511397,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_01140,Meskala,31.31609166666667,-9.352891666666666,580.0991821289062,8.359505409659006,4.9339453125,2521.148649550059,0.15,44515.04888973539,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_01139,Gantour,32.25930555555556,-7.826111111111111,514.9751586914062,5.132685845410566,2.823922119140625,4443.814764466281,0.1,12618.312177513262,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_01149,Paradoxid Shale,32.67284444444444,-7.853861111111111,227.97119140625,14.789436792171394,7.95332763671875,5509.137630769579,0.15,42670.161316539496,"Baadi and Németh, 2023","Volcanic Landscape of the Middle Atlas: A Representative Heritage of Moroccan Geological History









",,,
loc_01148,Toubkal national Park,31.063266666666667,-7.937475,3157.923828125,15.762927713937763,9.574619140625,6455.82968948075,0.15,62745.98701168746,"Baadi and Németh, 2023","Volcanic Landscape of the Middle Atlas: A Representative Heritage of Moroccan Geological History









",,,
