Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m,Reference,Title,Expert_Class,Confidence,Expert_Reasoning
loc_00916,Ain Zerrouka,33.543908333333334,-5.094422222222222,1604.913818359375,2.6712713542060453,1.4123388671875,32.6504117241335,0.15,2176.0184306999445,"Baadi, 2023c",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,,,
loc_00821,Aït Bazza,33.409930555555555,-4.309961111111111,1444.7086181640625,8.820654740311236,4.7220849609375,35.63268892431195,0.1,39295.265455284905,"Baadi et al., 2023",Paleozoic-Lower and Middle Lias Lithostratigraphic and Sedimentological Geosites of the Middle Atlas (Morocco): Inventory and Valorization,,,
loc_00877,Ain Ait Meziane,33.66658611111111,-5.006430555555555,1448.265380859375,2.0545860628381147,1.0283642578125,39.543172680148615,0.15,18063.642286276343,"Baadi and Sabaoui, 2023",Cenozoic Sites of the Middle Atlas (Morocco): An Alpine Heritage to Be Preserved,,,
loc_00927,Cascade Ras El Ma,34.144869444444446,-4.010294444444445,1016.1276245117188,11.346523631629506,6.87031982421875,43.43631577125084,0.55,9483.3372723992,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00951,Ras El Ma,34.144869444444446,-4.010294444444445,1016.1276245117188,11.346523631629506,6.87031982421875,43.43631577125084,0.55,9483.3372723992,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00989,Bab Bou Idir,34.08209444444445,-4.117308333333333,1459.40380859375,22.235070407456657,13.218212890625,45.39651317361267,0.15,19192.60092937609,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_01086,Tisfoula,33.244683333333334,-5.347758333333333,1699.108642578125,2.5775462855735314,1.5442822265625,58.2636099489559,0.15,23890.579528205228,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_01030,Kef Bou Hayati,34.094011111111115,-4.098588888888888,1382.8065185546875,5.342724905676456,2.3879248046875,60.61259998822535,0.55,17188.83881094489,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,,,
loc_01045,Kef Izoura,34.094011111111115,-4.098588888888888,1382.8065185546875,5.342724905676456,2.3879248046875,60.61259998822535,0.55,17188.83881094489,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00923,Cascade des vierges,33.531444444444446,-5.109008333333333,1633.7755126953125,6.9322807255617445,5.565673828125,69.42840797821995,0.55,451.9632140564705,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00924,Cascade d’Imouzar Marmoucha,33.46691111111112,-4.2956,1584.6051025390625,31.0019577902336,21.873671875,72.95036874317303,0.35,41879.26904864752,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00782,Jerf EI Gaz,33.424166666666665,-4.3422222222222215,1401.6822509765625,30.12937716012483,19.5530419921875,75.93712355268472,0.15,36581.95172170291,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00800,Aghram Amellal,33.68239166666667,-4.457058333333333,861.42529296875,9.578802374839409,5.79780029296875,88.87410359467344,0.15,38226.32570719471,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00895,Aïn Khadem,33.68907222222222,-5.3714,995.159912109375,9.061781156911495,3.93219482421875,91.80277646390992,0.05,27613.934242429437,"Baadi, 2023b",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,,,
loc_00831,Jbel Oudiksou,33.249405555555555,-4.829572222222222,2106.531005859375,4.490926002698108,2.56935546875,91.99447791511678,0.2,15752.60354179868,"Baadi et al., 2023",Paleozoic-Lower and Middle Lias Lithostratigraphic and Sedimentological Geosites of the Middle Atlas (Morocco): Inventory and Valorization,,,
loc_01082,Tifratine,33.69466111111111,-5.380022222222221,923.7615966796876,7.857311263315421,4.105419921875,97.44841179496537,0.15,26663.32998891657,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00893,Ain Kahla,33.237175,-5.216227777777778,2003.6456298828125,2.9203892050072304,1.4253125,101.2444084762555,0.15,21929.36028620509,"Baadi, 2023b",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,,,
loc_00837,Oulad Ali,33.46462777777778,-3.971455555555556,1450.4691162109375,19.987077767442912,12.2302587890625,112.78200557019234,0.15,71252.8436394736,"Baadi et al., 2023",Paleozoic-Lower and Middle Lias Lithostratigraphic and Sedimentological Geosites of the Middle Atlas (Morocco): Inventory and Valorization,,,
loc_00993,Bou Hyati,34.07950277777778,-4.118461111111111,1432.633056640625,14.59902819348385,8.7816943359375,113.47081520406049,0.15,19494.484364030228,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00818,Timahdite limestones,33.23932777777778,-5.05505,1839.586181640625,9.282231396037051,4.3026123046875,116.02251259676812,0.1,26898.23697524369,Akhlidej et al.2024,"Inventory and quantitative assessment of Devonian geosites in the Azrou-Khenifra Basin (eastern band of the Central Hercynian Massif, Morocco)",,,
loc_01038,Kef el Jnoun,34.02441666666667,-4.149761111111111,1255.43701171875,29.38781972298294,18.3776953125,127.36837143654849,0.15,26241.355638802448,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,,,
loc_00920,Amane Imellaline (Ain Joua),33.65430277777778,-4.143988888888889,2103.905029296875,25.16125234552079,15.169580078125,131.5964458493664,0.15,63175.08203071922,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00804,El Karia,33.77083888888889,-4.319133333333333,839.8147583007812,4.269587041508975,2.202607421875,139.86372948882286,0.55,47892.83095632446,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00952,Résurgence d’Ademame,34.031533333333336,-4.154888888888889,1260.0552978515625,9.809742766863122,4.8117626953125,146.41469508728142,0.2,25794.781217579744,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00858,Aghbalou n’Talouat,33.14028611111111,-5.051758333333333,1922.9063720703125,2.979264580812238,1.9443212890625,146.8044326325964,0.15,36499.49366076975,"Baadi et al., 2023",Paleozoic-Lower and Middle Lias Lithostratigraphic and Sedimentological Geosites of the Middle Atlas (Morocco): Inventory and Valorization,,,
loc_00865,Aguelmam Ait Said,33.372619444444446,-4.847152777777778,1486.612548828125,1.20664897843766,0.4823095703125,155.18975175109404,0.2,10962.82909841058,"Baadi et al., 2023","of Lithostratigraphic, Paleogeographic and Paleontological Importance",,,
loc_01071,Sidi Amar,33.72283888888889,-4.261372222222223,1497.4814453125,19.00269100525489,13.048203125,171.3980371729951,0.55,54070.55121159284,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_01074,Taffert Est,33.672197222222216,-4.150244444444445,1927.534423828125,22.492118599898063,14.5893408203125,177.73450047766624,0.15,63374.31177589762,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00915,Ain Vital,33.546438888888886,-5.112022222222222,1577.88818359375,10.565970667451747,6.0971533203125,184.39995089792245,0.55,2137.4538996536457,"Baadi, 2023c",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,,,
loc_00860,Aghbalou Taddat,33.26463888888889,-5.365325,1423.07470703125,8.434493247982173,3.3877490234375,190.71061388054417,0.05,22836.823118314933,"Baadi et al., 2023",Paleozoic-Lower and Middle Lias Lithostratigraphic and Sedimentological Geosites of the Middle Atlas (Morocco): Inventory and Valorization,,,
loc_00918,Aioun Ras El Ma,33.46529166666667,-5.148561111111111,1579.0784912109375,12.980513854850424,8.7850244140625,196.3653015933989,0.15,7910.2542673828975,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00979,Tmourhout,33.90555277777778,-4.027030555555555,876.13525390625,7.736933598318186,3.75603759765625,200.83932164968368,0.35,36127.7783562956,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_00897,Ain Melzit,33.81008611111111,-4.070302777777777,1831.10302734375,22.02449986871763,11.1713037109375,203.6446357438821,0.55,47037.869485905125,"Baadi, 2023b",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,,,
loc_01091,Trou de Panthère,33.28542222222222,-5.223811111111111,1821.703125,1.1596330348019266,0.6688671875,203.98989730311663,0.15,16545.36162088012,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00932,Dayet Aoua,33.654777777777774,-5.041138888888889,1463.0,0.0,0.0,215.88109522735343,0.15,15415.73919014913,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,,,
loc_01073,Sidi Majbar,34.144730555555554,-4.023936111111111,1263.9869384765625,23.038075030812227,14.090146484375,217.26164093366828,0.15,9583.592914034803,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,,,
loc_00869,Aguelmam Boucherouidene,33.49388611111111,-5.120933333333333,1661.58251953125,0.2285574787073886,0.1417724609375,223.12533326022805,0.15,3953.504813237839,"Baadi and Sabaoui, 2023",Cenozoic Sites of the Middle Atlas (Morocco): An Alpine Heritage to Be Preserved,,,
